beneficiary_id,pre_training_score,post_training_score,skill_domain,assessment_date
8486,56.5,70.7,Retail,2023-04-13
8487,49.1,67.2,Data Entry,2023-03-03
8488,49.8,67.6,IT,2023-03-05
8489,44.5,62.6,Data Entry,2023-04-06
8490,44.5,55.4,Data Entry,2023-03-22
8491,32.6,49.3,IT,2023-04-27
8492,57.5,73.7,Logistics,2023-04-25
8493,31.0,43.1,Data Entry,2023-05-01
8494,59.4,78.6,Data Entry,2023-05-28
8495,63.3,80.4,Retail,2023-03-04
8496,48.8,72.2,IT,2023-04-14
8497,58.4,71.5,IT,2023-03-05
8498,54.1,68.7,Retail,2023-05-21
8499,34.8,45.6,Data Entry,2023-04-03
8500,50.1,73.5,Data Entry,2023-03-01
8501,40.5,61.6,IT,2023-04-29
8502,46.0,56.6,IT,2023-05-14
8503,32.8,53.4,Retail,2023-05-20
8504,43.1,60.0,Data Entry,2023-04-23
8505,60.9,77.1,Retail,2023-04-24
8506,59.3,82.2,IT,2023-03-18
8507,45.1,57.6,Data Entry,2023-03-19
8508,57.8,73.0,IT,2023-04-19
8509,46.2,68.8,Retail,2023-03-17
8510,36.3,55.1,Retail,2023-04-28
8511,52.8,67.7,Data Entry,2023-04-29
8512,31.2,42.6,Data Entry,2023-05-26
8513,61.8,78.0,IT,2023-04-06
8514,48.1,71.1,Retail,2023-03-15
8515,39.2,58.3,IT,2023-04-21
8516,32.2,54.0,Retail,2023-04-21
8517,54.5,67.7,Data Entry,2023-03-15
8518,51.8,64.6,Data Entry,2023-03-03
8519,62.0,73.0,Retail,2023-03-27
8520,44.5,64.6,Logistics,2023-04-15
8521,32.7,49.6,Retail,2023-04-29
8522,42.0,58.7,IT,2023-03-09
8523,43.0,54.1,Retail,2023-04-16
8524,57.8,76.5,Retail,2023-03-14
8525,54.5,76.5,Logistics,2023-04-11
8526,35.4,54.3,Retail,2023-04-27
8527,62.8,82.8,Retail,2023-05-07
8528,57.2,81.6,Retail,2023-04-15
8529,46.6,59.4,Retail,2023-05-28
8530,43.6,65.4,IT,2023-04-30
8531,32.1,46.2,Data Entry,2023-04-21
8532,31.3,53.4,Retail,2023-04-05
8533,39.1,59.6,Data Entry,2023-03-07
8534,32.5,55.8,Data Entry,2023-04-28
8535,31.7,48.2,Retail,2023-05-21
8536,39.8,57.1,Retail,2023-03-31
8537,51.2,66.8,Retail,2023-05-13
8538,53.4,64.7,Data Entry,2023-05-28
8539,59.4,80.0,Logistics,2023-05-01
8540,30.3,53.0,IT,2023-03-14
8541,62.6,74.3,Data Entry,2023-04-22
8542,55.8,78.0,IT,2023-03-06
8543,38.4,57.1,IT,2023-03-18
8544,51.0,65.9,Logistics,2023-04-22
8545,32.1,52.6,IT,2023-03-20
8546,32.6,53.2,IT,2023-03-28
8547,55.6,68.1,Retail,2023-05-08
8548,33.1,53.9,Data Entry,2023-03-27
8549,40.4,59.2,IT,2023-03-07
8550,63.4,84.8,Logistics,2023-05-13
8551,53.2,77.0,Logistics,2023-03-21
8552,45.7,65.0,Data Entry,2023-03-21
8553,40.9,60.1,Retail,2023-03-26
8554,51.0,69.8,Retail,2023-04-06
8555,47.1,71.6,Retail,2023-05-25
8556,35.0,47.5,Data Entry,2023-05-23
8557,62.3,83.9,Data Entry,2023-05-19
8558,33.8,48.3,IT,2023-04-28
8559,60.2,79.6,Retail,2023-03-13
8560,45.6,62.1,Data Entry,2023-05-10
8561,38.3,50.3,Retail,2023-05-05
8562,61.6,77.6,Data Entry,2023-04-04
8563,55.5,69.8,Logistics,2023-03-01
8564,47.2,70.9,IT,2023-03-15
8565,42.6,63.0,IT,2023-05-20
8566,58.2,75.8,Data Entry,2023-03-01
8567,51.7,65.1,Retail,2023-03-08
8568,51.9,71.6,IT,2023-04-20
8569,33.2,55.2,Data Entry,2023-05-28
8570,59.1,79.6,Logistics,2023-03-20
8571,53.7,72.3,Data Entry,2023-03-31
8572,38.2,62.8,Retail,2023-05-07
8573,47.5,72.3,Logistics,2023-05-07
8574,48.5,72.7,Logistics,2023-04-24
8575,49.0,60.9,Retail,2023-05-04
8576,57.3,68.3,Data Entry,2023-05-18
8577,38.1,52.4,Data Entry,2023-05-08
8578,45.0,62.8,Data Entry,2023-05-28
8579,33.6,58.2,IT,2023-03-24
8580,38.7,49.3,Logistics,2023-04-17
8581,50.3,68.1,Data Entry,2023-03-28
8582,37.3,57.7,IT,2023-04-03
8583,36.2,51.3,IT,2023-03-31
8584,55.5,67.3,Retail,2023-03-16
8585,47.8,64.1,Data Entry,2023-05-02
8586,58.9,76.5,Logistics,2023-04-01
8587,42.6,59.7,Logistics,2023-05-27
8588,51.1,70.0,IT,2023-03-07
8589,64.5,86.7,Logistics,2023-05-19
8590,64.8,79.7,Retail,2023-03-10
8591,51.4,68.0,Retail,2023-05-19
8592,38.3,53.0,Data Entry,2023-05-23
8593,52.0,71.7,IT,2023-04-14
8594,55.4,76.4,Data Entry,2023-04-26
8595,42.9,59.8,Logistics,2023-03-06
8596,43.9,55.7,IT,2023-05-10
8597,54.9,73.1,Data Entry,2023-04-18
8598,32.6,46.6,Retail,2023-05-10
8599,46.4,66.3,Data Entry,2023-05-10
8600,61.2,74.9,Data Entry,2023-04-11
8601,51.4,67.6,Retail,2023-04-25
8602,45.0,63.2,Logistics,2023-03-27
8603,46.7,56.8,Logistics,2023-03-25
8604,48.6,68.9,Retail,2023-04-20
8605,44.1,65.5,Logistics,2023-03-21
8606,30.6,46.1,IT,2023-04-11
8607,49.6,70.8,Logistics,2023-05-16
8608,41.5,63.9,Logistics,2023-03-29
8609,35.9,50.1,Data Entry,2023-03-08
8610,42.7,62.5,IT,2023-05-04
8611,41.9,53.8,Data Entry,2023-05-14
8612,36.3,52.9,IT,2023-04-11
8613,55.3,69.5,Logistics,2023-04-08
8614,30.1,50.9,IT,2023-03-14
8615,31.5,43.6,Logistics,2023-03-19
8616,31.7,43.3,Data Entry,2023-04-25
8617,34.3,50.2,IT,2023-04-08
8618,61.6,75.0,Retail,2023-04-23
8619,37.8,58.9,Data Entry,2023-04-15
8620,51.5,62.2,Retail,2023-03-23
8621,58.5,80.2,Logistics,2023-05-29
8622,64.3,82.1,Data Entry,2023-04-04
8623,50.7,73.6,Data Entry,2023-04-19
8624,46.2,66.6,Retail,2023-05-04
8625,60.5,79.1,Retail,2023-05-09
8626,30.8,52.1,Retail,2023-04-06
8627,41.0,65.9,Retail,2023-03-05
8628,58.2,69.0,IT,2023-04-09
8629,53.6,66.6,Retail,2023-03-01
8630,42.9,53.1,IT,2023-04-07
8631,64.6,74.8,Data Entry,2023-04-09
8632,41.3,54.6,Retail,2023-05-06
8633,38.4,63.0,Data Entry,2023-05-02
8634,43.6,66.8,Logistics,2023-03-11
8635,61.6,84.9,IT,2023-04-19
8636,36.3,51.1,Logistics,2023-05-28
8637,52.3,74.5,Logistics,2023-03-21
8638,37.0,47.8,Retail,2023-05-29
8639,60.5,78.0,IT,2023-03-17
8640,59.5,77.8,Logistics,2023-05-06
8641,53.5,72.0,Logistics,2023-03-14
8642,35.9,49.2,IT,2023-04-20
8643,42.4,53.5,Data Entry,2023-05-12
8644,56.5,67.5,Retail,2023-04-13
8645,48.0,70.9,Logistics,2023-03-06
8646,55.3,69.1,Data Entry,2023-03-21
8647,51.5,71.5,IT,2023-03-10
8648,55.3,79.3,Retail,2023-04-15
8649,39.3,57.5,Logistics,2023-05-28
8650,44.1,55.3,Logistics,2023-04-11
8651,43.2,67.6,Logistics,2023-05-16
8652,39.8,56.6,Logistics,2023-05-18
8653,64.7,86.8,IT,2023-03-23
8654,44.6,67.2,IT,2023-03-27
8655,50.8,69.1,Data Entry,2023-03-30
8656,59.8,78.1,Retail,2023-03-23
8657,45.7,64.8,Logistics,2023-03-24
8658,52.8,73.8,Retail,2023-05-03
8659,49.4,61.0,IT,2023-03-07
8660,32.1,48.3,IT,2023-03-24
8661,58.7,83.5,IT,2023-05-08
8662,37.3,57.9,Retail,2023-05-01
8663,57.5,81.0,IT,2023-04-19
8664,54.6,73.7,Logistics,2023-04-04
8665,62.9,79.4,IT,2023-05-02
8666,41.1,56.2,IT,2023-04-18
8667,45.1,68.6,Data Entry,2023-03-10
8668,38.9,61.1,Data Entry,2023-04-18
8669,35.9,54.3,Data Entry,2023-04-27
8670,37.8,52.2,IT,2023-04-16
8671,30.6,41.6,Retail,2023-05-22
8672,34.7,48.1,Retail,2023-05-12
8673,50.6,64.2,Logistics,2023-05-21
8674,51.0,64.6,Retail,2023-04-15
8675,33.5,46.4,Logistics,2023-05-13
8676,52.4,63.7,Data Entry,2023-04-06
8677,43.9,55.6,Retail,2023-05-07
8678,58.5,78.3,Logistics,2023-04-24
8679,32.7,49.4,Data Entry,2023-05-25
8680,44.8,60.7,Logistics,2023-05-02
8681,47.6,59.8,IT,2023-03-16
8682,40.6,62.6,Data Entry,2023-03-07
8683,50.9,69.6,IT,2023-03-30
8684,35.7,48.4,Retail,2023-03-23
8685,61.3,73.0,Data Entry,2023-04-07
8686,39.2,59.6,IT,2023-03-10
8687,53.1,69.7,Logistics,2023-03-18
8688,41.9,65.2,Retail,2023-03-03
8689,64.0,82.4,IT,2023-03-23
8690,49.1,61.3,Logistics,2023-05-25
8691,35.4,52.0,IT,2023-05-05
8692,44.9,55.4,IT,2023-03-22
8693,53.1,72.0,Logistics,2023-05-29
8694,34.8,58.6,IT,2023-03-04
8695,49.2,62.4,IT,2023-05-28
8696,54.1,68.7,IT,2023-05-14
8697,52.8,74.4,Retail,2023-05-01
8698,56.9,78.1,Retail,2023-03-01
8699,31.0,42.5,Logistics,2023-03-12
8700,39.4,54.2,Data Entry,2023-05-04
8701,48.0,72.7,Logistics,2023-05-13
8702,38.9,54.9,Data Entry,2023-03-28
8703,52.9,64.6,Logistics,2023-04-12
8704,59.1,79.3,Retail,2023-04-04
8705,53.9,73.7,Retail,2023-03-15
8706,59.8,84.2,Retail,2023-05-01
8707,33.9,44.5,Retail,2023-05-24
8708,38.2,58.5,Data Entry,2023-04-05
8709,33.4,49.9,Retail,2023-03-07
8710,63.4,77.6,Data Entry,2023-04-20
8711,42.1,53.6,Logistics,2023-05-05
8712,53.1,73.6,Data Entry,2023-05-01
8713,59.2,81.2,IT,2023-03-19
8714,33.6,51.8,Logistics,2023-03-17
8715,53.4,78.3,Retail,2023-05-23
8716,35.4,58.7,IT,2023-05-25
8717,43.3,53.7,Retail,2023-03-17
8718,44.4,60.9,Data Entry,2023-03-03
8719,57.8,80.4,Logistics,2023-05-01
8720,61.5,85.1,Data Entry,2023-03-13
8721,61.6,73.6,Logistics,2023-04-27
8722,53.7,72.4,Logistics,2023-03-15
8723,51.8,72.8,Logistics,2023-03-25
8724,47.4,61.5,IT,2023-05-26
8725,62.2,82.6,Retail,2023-04-10
8726,50.1,72.8,Logistics,2023-04-10
8727,63.5,80.6,IT,2023-03-22
8728,47.3,68.6,Retail,2023-03-16
8729,46.2,63.9,Logistics,2023-05-23
8730,37.1,52.6,Data Entry,2023-03-04
8731,31.7,50.6,IT,2023-05-01
8732,41.8,58.4,Retail,2023-05-03
8733,53.2,66.5,IT,2023-03-31
8734,53.1,67.0,Retail,2023-03-30
8735,40.1,56.4,Retail,2023-04-30
8736,60.8,84.2,IT,2023-04-30
8737,64.5,83.0,Retail,2023-03-01
8738,44.0,58.7,IT,2023-04-03
8739,30.6,50.5,Retail,2023-05-19
8740,30.8,51.2,Data Entry,2023-03-04
8741,37.7,48.5,Data Entry,2023-05-25
8742,54.4,70.6,IT,2023-04-17
8743,55.7,66.3,Retail,2023-03-04
8744,43.0,63.9,IT,2023-05-03
8745,44.6,59.0,Data Entry,2023-05-03
8746,53.5,75.3,IT,2023-03-27
8747,31.7,53.8,Data Entry,2023-05-03
8748,38.9,61.2,Retail,2023-05-24
8749,51.7,66.2,Data Entry,2023-04-22
8750,46.1,58.1,Logistics,2023-03-01
8751,34.7,47.1,Retail,2023-04-29
8752,45.8,56.1,IT,2023-03-01
8753,34.7,46.1,IT,2023-05-14
8754,51.5,65.9,Logistics,2023-03-21
8755,61.9,82.1,Data Entry,2023-04-20
8756,33.4,46.9,IT,2023-05-16
8757,60.3,70.9,Retail,2023-04-29
8758,54.8,78.3,IT,2023-03-23
8759,38.5,61.3,Data Entry,2023-05-25
8760,30.1,45.7,IT,2023-04-10
8761,62.6,82.8,IT,2023-03-15
8762,60.4,79.9,Logistics,2023-03-14
8763,33.8,48.7,Retail,2023-03-28
8764,56.4,79.5,Retail,2023-05-01
8765,56.1,66.5,Retail,2023-03-08
8766,44.2,65.4,IT,2023-05-26
8767,55.7,69.5,Data Entry,2023-03-27
8768,44.2,65.3,Logistics,2023-04-18
8769,36.0,53.7,Data Entry,2023-05-18
8770,40.4,52.3,Data Entry,2023-04-16
8771,54.9,68.1,Retail,2023-04-08
8772,36.3,49.3,Data Entry,2023-03-26
8773,59.8,79.9,Data Entry,2023-05-09
8774,51.2,65.2,Retail,2023-05-12
8775,62.1,72.7,Logistics,2023-03-21
8776,62.3,81.6,Data Entry,2023-05-03
8777,48.8,68.4,IT,2023-03-10
8778,61.0,74.1,Data Entry,2023-04-26
8779,57.1,80.9,IT,2023-03-17
8780,47.6,70.8,IT,2023-05-14
8781,34.7,56.6,Retail,2023-04-23
8782,54.0,73.8,Logistics,2023-03-11
8783,61.9,74.3,IT,2023-04-19
8784,49.4,70.7,Retail,2023-03-13
8785,35.9,60.2,Logistics,2023-03-29
8786,42.2,57.1,Data Entry,2023-04-20
8787,43.9,60.9,Data Entry,2023-05-07
8788,43.7,60.6,IT,2023-03-03
8789,52.3,70.9,IT,2023-04-30
8790,32.3,43.0,Retail,2023-04-01
8791,32.0,55.0,IT,2023-04-09
8792,38.3,56.3,Data Entry,2023-04-29
8793,47.7,58.8,Retail,2023-03-01
8794,64.3,87.0,Retail,2023-03-26
8795,62.9,80.5,IT,2023-04-20
8796,35.2,48.7,Data Entry,2023-04-16
8797,64.6,76.6,IT,2023-05-21
8798,52.6,75.2,Retail,2023-05-17
8799,43.8,66.1,Data Entry,2023-04-11
8800,49.0,68.1,IT,2023-05-06
8801,37.6,51.1,IT,2023-05-01
8802,40.5,63.4,IT,2023-05-06
8803,33.2,48.9,IT,2023-05-14
8804,54.7,79.4,Retail,2023-03-11
8805,42.3,54.7,Retail,2023-03-30
8806,40.6,51.8,Logistics,2023-04-16
8807,54.3,66.7,Logistics,2023-05-15
8808,40.8,65.3,IT,2023-04-16
8809,52.3,64.2,Logistics,2023-05-16
8810,35.3,48.1,Logistics,2023-03-06
8811,51.1,69.1,Retail,2023-04-22
8812,39.0,61.6,IT,2023-04-24
8813,41.3,61.7,Logistics,2023-04-29
8814,36.2,53.0,Retail,2023-03-24
8815,55.6,65.6,Retail,2023-05-21
8816,30.7,54.4,Retail,2023-03-19
8817,46.2,69.4,Data Entry,2023-04-28
8818,61.6,78.3,Retail,2023-03-18
8819,61.9,84.2,Retail,2023-05-18
8820,52.8,72.7,Logistics,2023-05-23
8821,42.3,53.0,Logistics,2023-03-13
8822,58.1,71.4,Logistics,2023-03-13
8823,31.4,50.3,Logistics,2023-03-06
8824,39.5,63.5,Logistics,2023-05-03
8825,42.2,61.9,Retail,2023-03-22
8826,33.2,56.9,Data Entry,2023-04-19
8827,36.4,56.2,Logistics,2023-03-18
8828,51.4,66.6,Retail,2023-03-07
8829,45.4,63.3,IT,2023-04-03
8830,30.3,40.4,IT,2023-04-30
8831,53.5,72.5,IT,2023-03-20
8832,37.0,51.0,Data Entry,2023-03-20
8833,62.6,75.5,Logistics,2023-05-14
8834,61.8,78.5,Retail,2023-04-14
8835,36.8,52.3,IT,2023-04-20
8836,62.3,84.7,Logistics,2023-03-21
8837,50.4,64.7,Logistics,2023-05-20
8838,54.3,66.4,Retail,2023-05-17
8839,57.4,67.5,Retail,2023-05-15
8840,61.7,81.3,Logistics,2023-03-29
8841,36.2,55.5,IT,2023-05-12
8842,37.9,61.3,Data Entry,2023-04-25
8843,51.2,71.7,Retail,2023-05-13
8844,50.6,72.4,IT,2023-04-10
8845,52.6,71.2,Logistics,2023-05-20
8846,47.1,66.9,Retail,2023-04-18
8847,47.6,65.5,IT,2023-03-27
8848,41.2,54.0,IT,2023-03-29
8849,34.1,47.5,Logistics,2023-03-06
8850,50.2,72.2,Data Entry,2023-04-13
8851,57.7,80.2,Retail,2023-05-25
8852,33.6,47.9,Logistics,2023-03-06
8853,63.1,74.6,Logistics,2023-05-22
8854,32.5,46.2,Retail,2023-05-08
8855,63.9,84.0,IT,2023-04-20
8856,40.4,61.4,IT,2023-03-10
8857,59.5,82.4,Retail,2023-03-21
8858,57.3,69.1,Retail,2023-04-19
8859,53.0,76.1,Logistics,2023-03-14
8860,49.5,69.3,Logistics,2023-03-19
8861,31.5,53.9,Retail,2023-05-06
8862,45.0,68.1,Data Entry,2023-05-01
8863,59.7,84.5,Logistics,2023-03-13
8864,43.5,68.3,Retail,2023-03-03
8865,60.9,80.1,Data Entry,2023-05-08
8866,51.2,76.1,Logistics,2023-04-25
8867,44.4,57.4,IT,2023-03-11
8868,34.5,54.7,Retail,2023-05-03
8869,52.7,75.7,Data Entry,2023-03-16
8870,58.9,81.8,Logistics,2023-05-09
8871,64.2,78.8,Logistics,2023-05-21
8872,42.6,53.8,Data Entry,2023-03-13
8873,45.1,66.5,Retail,2023-03-25
8874,54.0,76.4,Logistics,2023-03-26
8875,62.4,79.6,Logistics,2023-03-08
8876,39.1,62.4,Data Entry,2023-04-06
8877,38.6,57.2,Retail,2023-05-10
8878,33.6,53.4,IT,2023-05-30
8879,43.6,58.1,Retail,2023-05-28
8880,35.3,48.9,IT,2023-04-30
8881,60.0,72.2,Data Entry,2023-04-22
8882,63.0,73.4,IT,2023-04-18
8883,49.3,65.7,Logistics,2023-05-06
8884,54.2,78.2,Logistics,2023-03-11
8885,44.7,69.6,Data Entry,2023-04-15
8886,36.5,57.2,Data Entry,2023-04-20
8887,55.5,77.7,Logistics,2023-05-09
8888,34.2,58.6,Retail,2023-04-19
8889,52.9,74.8,Logistics,2023-04-11
8890,41.3,63.0,Data Entry,2023-03-13
8891,52.1,69.6,Retail,2023-04-05
8892,51.2,64.3,Logistics,2023-05-23
8893,32.0,45.6,Data Entry,2023-04-02
8894,43.3,61.0,Retail,2023-03-24
8895,59.2,75.8,Logistics,2023-04-08
8896,53.3,68.3,Data Entry,2023-05-13
8897,50.8,61.1,Retail,2023-04-25
8898,53.1,77.2,Data Entry,2023-03-29
8899,34.4,48.1,IT,2023-05-27
8900,37.5,50.3,Retail,2023-04-07
8901,49.6,72.6,Data Entry,2023-03-01
8902,54.2,72.4,Retail,2023-05-07
8903,62.5,84.6,Logistics,2023-05-27
8904,54.7,71.8,IT,2023-04-25
8905,54.2,67.2,Data Entry,2023-04-16
8906,33.8,46.9,Retail,2023-05-28
8907,46.8,63.6,Retail,2023-04-04
8908,35.5,52.1,Retail,2023-05-22
8909,39.2,60.7,Retail,2023-05-30
8910,39.2,60.4,Retail,2023-03-20
8911,30.8,52.4,Retail,2023-03-31
8912,50.3,66.0,IT,2023-05-06
8913,30.8,44.8,Retail,2023-05-30
8914,46.0,68.3,Data Entry,2023-03-12
8915,41.9,52.4,Logistics,2023-04-19
8916,39.8,59.2,IT,2023-03-15
8917,38.7,57.5,Logistics,2023-04-23
8918,41.1,60.7,Logistics,2023-05-18
8919,42.8,64.0,Logistics,2023-05-17
8920,39.8,58.3,Retail,2023-04-02
8921,33.4,51.0,Logistics,2023-05-25
8922,50.8,65.1,Data Entry,2023-05-29
8923,55.4,79.3,Data Entry,2023-05-10
8924,63.1,77.6,Logistics,2023-03-19
8925,44.7,56.5,Retail,2023-03-27
8926,42.2,56.1,IT,2023-04-09
8927,41.9,51.9,Retail,2023-03-18
8928,41.9,54.6,Data Entry,2023-03-25
8929,46.7,59.7,IT,2023-04-03
8930,40.2,50.5,Data Entry,2023-04-06
8931,39.6,56.2,Retail,2023-03-27
8932,34.8,47.0,Logistics,2023-05-19
8933,37.6,59.7,IT,2023-04-20
8934,46.7,59.0,Logistics,2023-05-09
8935,58.9,71.9,Retail,2023-05-25
8936,53.3,63.6,Data Entry,2023-05-22
8937,39.5,53.8,Data Entry,2023-04-28
8938,61.1,81.4,Logistics,2023-05-25
8939,40.5,59.9,Retail,2023-03-02
8940,32.2,50.4,IT,2023-05-16
8941,40.5,54.5,Retail,2023-04-24
8942,54.6,70.2,IT,2023-05-10
8943,59.7,83.9,Data Entry,2023-03-26
8944,56.0,70.5,Retail,2023-04-27
8945,60.5,76.4,Logistics,2023-04-10
8946,32.2,43.9,Data Entry,2023-04-30
8947,42.6,54.9,Data Entry,2023-03-31
8948,52.7,70.0,IT,2023-04-07
8949,31.0,52.7,Logistics,2023-05-03
8950,47.2,58.7,IT,2023-03-10
8951,48.8,62.3,IT,2023-03-29
8952,30.1,44.0,IT,2023-03-21
8953,52.4,67.3,IT,2023-04-16
8954,47.3,64.0,Retail,2023-03-10
8955,49.3,72.0,Logistics,2023-05-19
8956,53.7,78.1,Retail,2023-03-04
8957,49.6,73.3,Data Entry,2023-04-06
8958,34.9,50.8,Logistics,2023-04-09
8959,55.8,76.4,Retail,2023-05-05
8960,63.8,86.7,Logistics,2023-05-16
8961,59.7,70.5,Data Entry,2023-03-31
8962,60.4,82.3,Retail,2023-04-21
8963,49.4,70.3,Retail,2023-05-18
8964,60.3,84.0,Retail,2023-04-23
8965,57.8,77.0,IT,2023-04-03
8966,44.5,57.1,Data Entry,2023-04-12
8967,34.5,54.2,IT,2023-05-17
8968,30.8,42.7,Retail,2023-04-15
8969,53.2,71.6,IT,2023-03-30
8970,35.9,54.9,Retail,2023-04-24
8971,58.2,81.4,Retail,2023-05-16
8972,40.6,57.6,Logistics,2023-03-05
8973,33.6,56.2,Logistics,2023-04-21
8974,54.5,76.7,IT,2023-05-14
8975,60.6,74.1,Retail,2023-05-04
8976,40.8,51.7,Logistics,2023-03-23
8977,57.0,81.2,Retail,2023-03-13
8978,44.8,64.9,Logistics,2023-05-24
8979,43.7,61.6,Retail,2023-04-01
8980,42.9,55.6,Retail,2023-05-26
8981,33.0,52.0,Data Entry,2023-04-07
8982,34.9,47.9,Data Entry,2023-03-07
8983,61.7,80.7,Logistics,2023-05-13
8984,49.9,64.9,IT,2023-04-02
8985,34.5,57.6,Logistics,2023-05-08
8986,37.5,51.0,IT,2023-04-08
8987,63.4,77.9,Data Entry,2023-04-01
8988,52.3,67.8,Logistics,2023-04-18
8989,61.9,75.9,IT,2023-03-15
8990,57.6,74.6,Data Entry,2023-03-21
8991,49.5,62.1,Logistics,2023-03-07
8992,51.4,64.1,Logistics,2023-04-20
8993,46.0,71.0,Retail,2023-03-14
8994,58.7,69.5,IT,2023-03-31
8995,62.8,80.8,Logistics,2023-05-19
8996,33.4,57.2,IT,2023-05-27
8997,43.3,65.3,Retail,2023-05-23
8998,42.4,66.8,IT,2023-05-22
8999,31.0,54.3,Retail,2023-03-12
9000,49.5,71.4,Logistics,2023-04-27
9001,45.0,61.1,IT,2023-03-14
9002,62.4,86.9,Data Entry,2023-04-12
9003,57.9,69.5,Data Entry,2023-04-21
9004,64.3,88.4,IT,2023-03-21
9005,35.4,47.7,Logistics,2023-04-11
9006,50.6,65.4,Logistics,2023-03-24
9007,56.3,71.1,Logistics,2023-05-08
9008,41.1,59.6,IT,2023-04-14
9009,59.3,83.5,Retail,2023-03-18
9010,30.0,47.3,Retail,2023-04-16
9011,49.8,69.3,Data Entry,2023-03-20
9012,46.8,64.6,Data Entry,2023-04-15
9013,31.7,49.8,Data Entry,2023-03-28
9014,55.9,73.9,Logistics,2023-04-30
9015,57.4,71.9,Data Entry,2023-03-25
9016,46.8,66.2,IT,2023-04-15
9017,52.0,62.8,Logistics,2023-04-24
9018,31.6,49.6,IT,2023-05-26
9019,41.5,53.8,IT,2023-04-10
9020,45.7,58.5,Logistics,2023-04-26
9021,32.4,42.5,IT,2023-05-14
9022,49.6,66.2,IT,2023-05-09
9023,64.1,89.0,IT,2023-04-13
9024,55.7,74.4,Retail,2023-05-29
9025,37.5,55.4,IT,2023-05-07
9026,53.9,73.0,Logistics,2023-05-01
9027,48.5,71.9,Data Entry,2023-03-11
9028,42.3,56.0,Logistics,2023-03-06
9029,63.9,84.5,IT,2023-05-05
9030,37.7,59.0,Logistics,2023-03-08
9031,51.8,66.3,Logistics,2023-03-04
9032,63.2,78.1,Logistics,2023-03-22
9033,34.4,57.8,Logistics,2023-04-03
9034,59.0,71.1,Retail,2023-04-14
9035,63.5,75.2,Retail,2023-03-30
9036,43.2,65.3,Retail,2023-04-19
9037,35.8,48.6,IT,2023-04-15
9038,37.8,49.8,Data Entry,2023-05-28
9039,45.6,61.7,Data Entry,2023-04-21
9040,43.7,62.2,Data Entry,2023-03-08
9041,54.3,74.9,Retail,2023-05-28
9042,43.3,54.5,Logistics,2023-05-24
9043,40.0,54.3,Retail,2023-03-15
9044,54.9,78.3,IT,2023-03-30
9045,47.0,69.1,IT,2023-03-07
9046,63.6,74.2,IT,2023-04-20
9047,33.6,56.4,IT,2023-04-25
9048,47.8,67.4,IT,2023-05-24
9049,47.1,62.0,Retail,2023-05-09
9050,42.4,58.1,Logistics,2023-05-13
9051,54.4,65.7,Retail,2023-04-25
9052,56.9,80.5,Retail,2023-03-04
9053,61.0,82.6,Logistics,2023-05-10
9054,63.9,83.3,Data Entry,2023-05-10
9055,46.8,63.8,Retail,2023-05-15
9056,62.2,80.1,Logistics,2023-04-09
9057,33.2,46.9,Retail,2023-05-30
9058,51.0,74.7,Logistics,2023-05-27
9059,50.4,66.2,Retail,2023-03-13
9060,63.1,86.5,Data Entry,2023-04-20
9061,31.1,53.7,Retail,2023-04-14
9062,43.1,53.4,Data Entry,2023-03-10
9063,51.1,72.7,Data Entry,2023-03-24
9064,60.6,76.9,Retail,2023-03-07
9065,57.0,69.7,IT,2023-04-05
9066,42.7,59.0,IT,2023-05-12
9067,35.8,51.6,Logistics,2023-05-08
9068,61.8,78.3,Data Entry,2023-04-01
9069,48.0,59.6,Data Entry,2023-05-12
9070,37.6,49.3,IT,2023-04-15
9071,55.9,68.2,Data Entry,2023-03-12
9072,40.2,55.8,Data Entry,2023-05-23
9073,31.9,50.0,Data Entry,2023-04-25
9074,38.0,54.0,Data Entry,2023-03-27
9075,34.9,55.5,Data Entry,2023-04-07
9076,31.2,43.6,IT,2023-03-31
9077,37.6,53.6,Data Entry,2023-04-07
9078,37.3,59.5,Data Entry,2023-04-10
9079,44.3,58.5,IT,2023-05-03
9080,53.0,69.9,Logistics,2023-03-16
9081,64.2,83.4,Retail,2023-04-21
9082,30.9,44.9,IT,2023-04-10
9083,34.8,50.6,Logistics,2023-04-08
9084,62.0,84.7,Logistics,2023-05-11
9085,45.7,57.4,Logistics,2023-04-09
9086,60.0,71.4,Retail,2023-04-25
9087,58.0,79.7,Data Entry,2023-03-30
9088,40.5,63.5,Logistics,2023-04-23
9089,36.5,48.5,IT,2023-04-16
9090,36.9,58.3,Logistics,2023-04-20
9091,59.9,72.4,Data Entry,2023-03-24
9092,48.9,67.5,IT,2023-04-01
9093,50.4,66.0,Retail,2023-03-31
9094,46.8,63.9,Data Entry,2023-05-28
9095,43.4,57.0,IT,2023-05-10
9096,64.4,85.9,IT,2023-04-25
9097,43.0,53.2,Retail,2023-05-02
9098,47.5,69.9,Retail,2023-04-14
9099,43.7,66.1,Data Entry,2023-05-20
9100,52.1,73.3,Retail,2023-03-23
9101,34.7,51.9,Retail,2023-05-03
9102,45.4,58.9,Logistics,2023-03-13
9103,44.3,63.9,Data Entry,2023-03-10
9104,33.4,52.6,Data Entry,2023-05-28
9105,39.5,58.4,IT,2023-04-17
9106,60.6,76.2,Retail,2023-03-05
